-970.074,-1681.2,1941,-2.09414,6586
-997.342,-1694.24,1966,-2.10284,6330
-1013.07,-1687.22,1968,-2.11154,6330
-1036.05,-1692,1984,-2.12023,6586
-1065.55,-1706.68,2012,-2.12892,6330
-1087.32,-1708.32,2025,-2.13761,6074
-1087.98,-1676.99,1999,-2.1463,5818
-1087.06,-1644.12,1971,-2.15499,6074
-1091.81,-1620.52,1954,-2.16368,6330
-1097.35,-1598.61,1939,-2.17236,6586
-1094,-1564.43,1909,-2.18105,6586
-1096.52,-1539.4,1890,-2.18973,7098
-1097.51,-1512.83,1869,-2.19841,7610
-1101.09,-1490.38,1853,-2.20709,8122
-1104.96,-1468.78,1838,-2.21577,8378
-1105.5,-1443.26,1818,-2.22444,8378
-1105.68,-1417.84,1798,-2.23312,8634
-1104.25,-1390.97,1776,-2.24179,8890
-1114.39,-1379.01,1773,-2.25046,9146
-1121.22,-1363.12,1765,-2.25913,9402
-1120.15,-1338.01,1745,-2.2678,9658
-1120.03,-1314.55,1727,-2.27647,9914
-1120.9,-1292.71,1711,-2.28513,10426
-1130.73,-1281.45,1709,-2.29379,10682
-1129.77,-1258.22,1691,-2.30245,10938
-1133.87,-1241,1681,-2.31112,11194
-1138.45,-1224.55,1672,-2.31977,11194
-1133.2,-1197.94,1649,-2.32843,11450
-1134.51,-1178.72,1636,-2.33709,11450
-1139.07,-1163.14,1628,-2.34574,11450
-1134.27,-1138.37,1607,-2.35439,11706
-1139.09,-1123.6,1600,-2.36304,12218
-1144.46,-1109.53,1594,-2.37169,12474
-1151.12,-1096.83,1590,-2.38034,12730
-1148.15,-1075.21,1573,-2.38899,12986
-1155.93,-1063.89,1571,-2.39763,12986
-1148.02,-1038.43,1548,-2.40627,12986
-1150.97,-1023.16,1540,-2.41492,12730
-1146.97,-1001.99,1523,-2.42356,12218
-1143.44,-981.627,1507,-2.43219,11962
-1142.7,-963.977,1495,-2.44083,11706
-1149.45,-952.797,1493,-2.44947,11450
-1159.5,-938.946,1492,-2.46091,11450
-1152.78,-916.966,1473,-2.46964,11706
-1159.95,-906.262,1472,-2.47836,11706
-1159.87,-890.029,1462,-2.48708,11962
-1157.2,-872.065,1449,-2.49579,11706
-1163.94,-861.358,1448,-2.5045,11706
-1168.99,-833.997,1436,-2.52191,11450
-1166.37,-816.914,1424,-2.53061,11450
-1171.78,-805.609,1422,-2.5393,11194
-1181.23,-797.073,1425,-2.54799,11194
-1171.43,-775.739,1405,-2.55668,11706
-1178.12,-765.538,1405,-2.56536,11962
-1172.92,-747.758,1391,-2.57404,12474
-1190.38,-744.447,1404,-2.58272,12986
-1178.89,-723.116,1383,-2.59139,12986
-1176.55,-707.716,1373,-2.60006,12218
-1211.92,-714.768,1407,-2.60872,11962
-1213.74,-701.742,1402,-2.61738,13242
-1210.2,-685.786,1391,-2.62604,13242
-1216.96,-675.774,1392,-2.63469,13242
-1212.22,-659.488,1380,-2.64334,13242
-1209.93,-644.751,1371,-2.65199,13242
-1215.46,-634.271,1371,-2.66063,13242
-1213.77,-620.108,1363,-2.66927,13242
-1208.34,-604.239,1351,-2.6779,13242
-1210.82,-592.469,1348,-2.68653,13242
-1208.67,-578.548,1340,-2.69516,13498
-1216.33,-569.376,1343,-2.70378,13498
-1210.28,-553.878,1331,-2.7124,13498
-1207.71,-540.164,1323,-2.72102,13498
-1209.56,-528.543,1320,-2.72963,13498
-1214.99,-518.504,1321,-2.73823,13498
-1221.25,-508.801,1323,-2.74684,13498
-1218.17,-495.266,1315,-2.75544,13498
-1214.02,-481.458,1306,-2.76404,13498
-1214.38,-469.566,1302,-2.77263,13242
-1222.11,-460.529,1306,-2.78122,13498
-1213.81,-445.541,1293,-2.7898,13242
-1212.88,-433.426,1288,-2.79838,13242
-1222.22,-424.977,1294,-2.80696,13498
-1214.45,-410.639,1282,-2.81553,13498
-1218.88,-400.528,1283,-2.8241,13498
-1209.88,-386.12,1270,-2.83267,13498
-1216.01,-376.634,1273,-2.84123,13498
-1218.23,-365.925,1272,-2.84979,13498
-1222.28,-355.769,1273,-2.85835,13498
-1216.61,-342.863,1264,-2.8669,13498
-1221.43,-332.978,1266,-2.87545,13498
-1225.19,-322.785,1267,-2.88399,13498
-1232.75,-313.543,1272,-2.89253,13498
-1233.44,-302.533,1270,-2.90107,13498
-1236.95,-292.228,1271,-2.9096,13498
-1227.7,-279.008,1259,-2.91813,13498
-1230.03,-268.533,1259,-2.92665,13498
-1232.27,-258.042,1259,-2.93517,13498
-1234.43,-247.537,1259,-2.94369,13498
-1233.54,-236.454,1256,-2.9522,13498
-1236.49,-226.129,1257,-2.96071,13498
-1233.45,-214.746,1252,-2.96922,13498
-1236.59,-195.856,1252,-2.98451,13498
-1229.35,-183.727,1243,-2.99324,13498
-1244.77,-174.94,1257,-3.00197,13498
-1238.31,-163.025,1249,-3.01069,13498
-1233.74,-151.48,1243,-3.01942,13498
-1231.04,-140.254,1239,-3.02815,13498
-1238.18,-130.131,1245,-3.03688,13754
-988.429,-95.1671,993,-3.04561,13242
-1010.14,-88.3656,1014,-3.05434,10170
-1135.49,-89.3502,1139,-3.06307,9914
-1174.13,-82.0845,1177,-3.0718,11194
-1169.82,-71.5263,1172,-3.08053,11962
-1175.39,-61.5723,1177,-3.08926,12474
-1184.87,-51.7005,1186,-3.09799,12730
-1190.28,-41.528,1191,-3.10672,13242
-1177.6,-30.7943,1178,-3.11545,13242
-1169.82,-20.3716,1170,-3.12418,13498
-1168.96,-10.1473,1169,-3.13291,13498
-1171,0.0604815,1171,3.14154,13498
-1167.95,10.2598,1168,3.13281,13242
-1187.82,20.8091,1188,3.12408,13242
-1183.59,31.0768,1184,3.11534,13242
-1206.26,42.2168,1207,3.10661,12730
-1213.84,53.0999,1215,3.09788,12730
-1203.34,63.1754,1205,3.08914,12218
-1212.73,74.2949,1215,3.08041,11962
-1214.03,85.0245,1217,3.07167,11962
-1202.27,94.7615,1206,3.06294,12218
-1174.5,102.904,1179,3.0542,13242
-1175.55,113.351,1181,3.04547,13242
-1185.45,124.768,1192,3.03673,13242
-1182.33,134.893,1190,3.02799,13242
-1191.03,146.438,1200,3.01926,13242
-1190.7,156.968,1201,3.01052,13242
-1176.41,165.554,1188,3.00178,12474
-1170.96,175.235,1184,2.99304,7610
-1174.32,186.243,1189,2.98431,7098
-1183.5,198.315,1200,2.97557,6330
-1164.98,205.694,1183,2.96683,6842
-1177.89,218.604,1198,2.95809,10682
-1164.15,226.596,1186,2.94935,10426
-1136.65,231.571,1160,2.94061,8122
-1095.46,233.169,1120,2.93187,7098
-1052.38,233.632,1078,2.92313,7610
-1027.89,237.641,1055,2.91439,9914
-1003.41,241.239,1032,2.90565,13242
-1028.43,256.784,1060,2.89691,12986
-1014.53,262.755,1048,2.88817,9402
-983.216,263.839,1018,2.87943,8890
-942.331,261.72,978,2.87068,9402
-901.56,258.907,938,2.86194,9658
-879.13,260.807,917,2.8532,9914
-844.306,258.528,883,2.84446,10426
-823.895,260.179,864,2.83571,11194
-792.11,257.779,833,2.82697,11706
-764.226,256.116,806,2.81822,12474
-754.394,260.18,798,2.80948,12986
-735.125,260.75,780,2.80074,12986
-705.571,257.235,751,2.79199,13242
-685.502,256.732,732,2.78325,13242
-673.111,258.383,721,2.77507,13242
-641.988,252.886,690,2.76635,13242
-629.558,254.357,679,2.75762,13242
-619.924,256.78,671,2.74889,13242
-604.772,256.709,657,2.74017,13498
-594.256,258.387,648,2.73144,13498
-581.93,259.088,637,2.72272,13498
-572.368,260.838,629,2.71399,13498
-560.101,261.172,618,2.70527,13498
