-1003.41,262.755,1048,2.88817,9402
-942.331,262.755,978,2.87068,9402
-901.56,262.755,938,2.86194,9658
-879.13,262.755,917,2.8532,9914
-844.306,262.755,883,2.84446,10426
-792.11,262.755,833,2.82697,11706
-764.226,262.755,806,2.81822,12474
-735.125,262.755,780,2.80074,12986
-705.571,262.755,751,2.79199,13242
-673.111,262.755,721,2.77507,13242
-641.988,262.755,690,2.76635,13242
-604.772,262.755,657,2.74017,13498
-572.368,262.755,629,2.71399,13498
-537.944,262.755,596,2.69655,13498
-509.662,262.755,572,2.67038,13498
-482.097,262.755,546,2.65293,13754
-440.82,262.755,509,2.61805,13754
-418.108,262.755,493,2.58316,13754
-391.118,262.755,469,2.55701,14266
-359.059,262.755,441,2.52213,14522
-333.376,262.755,423,2.47855,14522
-311.84,262.755,407,2.44369,14522
-281.716,262.755,382,2.40012,14778
-247.661,262.755,360,2.32945,15229
-216.624,262.755,334,2.2765,15485
-191.542,262.755,323,2.20559,15997
-161.395,262.755,311,2.11643,16509
-117.009,262.755,293,1.9816,16765
-88.089,262.755,285,1.88503,17021
-88.089,287.783,296,1.80697,17021
-88.089,266.938,274,1.79832,17021
-61.8059,266.938,274,1.79832,17021
-31.8499,266.938,276,1.68645,17533
-1.26482,266.938,267,1.57553,19069
26.4828,266.938,274,1.47399,18301
58.8622,266.938,283,1.36127,18301
93.5904,266.938,294,1.24682,18045
93.5904,287.627,314,1.15802,17789
